Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Trans Creeper Gear,Unique Label?,Air Aspiration Method Desc,Fuel Metering Sys Desc,Cyl Deact?
1.6,4,36.4112,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.5,4,28.5872,6,85.0,2,2,N,Y,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.8,8,22.6993,7,10.0,2,2,N,Y,Turbocharged,@@@@@,N
2.5,5,29.8385,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
6.2,8,24.911,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
2.0,4,33.1767,6,15.0,2,2,N,N,none given,@@@@@,N
1.8,4,41.7113,1,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
5.0,8,21.5645,6,85.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.0,4,32.6493,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.5,6,28.9732,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,Y
2.0,4,33.8583,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.0,4,35.5079,8,10.0,2,2,N,Y,none given,@@@@@,N
3.5,6,29.0058,8,15.0,2,2,N,N,Naturally Aspirated,Spark Ignition direct & ported injection,   
2.0,4,33.2132,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,6,27.5527,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,4,43.1946,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
1.5,4,47.3261,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,
3.6,6,25.9349,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
1.5,4,37.3048,6,15.0,2,2,N,N,none given,@@@@@,
3.9,8,22.8629,7,10.0,2,2,N,Y,Turbocharged,@@@@@,   
,8,20.657,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,N
1.4,4,41.1267,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
4.3,6,24.2684,6,85.0,1,1,N,N,Naturally Aspirated,@@@@@,Y
3.0,6,26.1317,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.4,4,36.5569,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,4,43.9632,1,10.0,2,2,N,,Naturally Aspirated,Multipoint/sequential fuel injection,
2.0,4,33.5308,7,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
1.4,4,42.2753,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
4.4,8,22.0572,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.5,4,32.5198,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
2.0,4,35.1555,7,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
3.4,6,31.5932,7,10.0,2,2,N,Y,none given,@@@@@,N
2.0,4,39.6509,5,85.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.3,6,26.9606,6,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
2.0,4,34.817,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,4,31.7452,8,15.0,2,2,N,Y,none given,Spark Ignition direct & ported injection,
2.0,4,31.5932,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
3.0,6,27.2521,8,15.0,2,2,N,Y,Supercharged,@@@@@,N
3.5,6,30.0255,9,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
2.5,4,32.9256,6,15.0,2,2,N,Y,Naturally Aspirated,Multipoint/sequential fuel injection,   
6.3,12,20.9595,8,15.0,2,2,N,N,Naturally Aspirated,@@@@@,
3.0,6,28.8255,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
,12,16.7727,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
,6,28.7492,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
5.0,8,23.4292,6,15.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
,4,32.2297,9,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.3,4,33.0657,6,15.0,2,2,N,N,Turbocharged,@@@@@,   
4.4,8,20.5262,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.8,8,22.6993,7,10.0,2,2,N,Y,Turbocharged,Multipoint/sequential fuel injection,   
2.0,4,36.6205,9,10.0,2,2,N,N,Turbocharged,@@@@@,N
,8,23.0686,6,10.0,1,1,N,N,none given,Spark Ignition Direct Injection,   
4.7,8,19.4895,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,6,27.428,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
,4,28.3376,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,
2.0,4,49.569,8,,2,2,N,N,Turbocharged,Common Rail Direct Diesel Injection,N
3.4,6,28.8146,6,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,   
,8,23.2098,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
,6,23.2927,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
1.4,4,39.1304,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
1.4,4,37.2161,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,6,26.78,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
1.8,4,38.8661,6,15.0,2,2,N,N,none given,@@@@@,N
2.0,4,42.1307,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.0,4,34.7404,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
3.7,6,24.9479,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
,6,23.8378,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
5.3,8,23.9191,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
2.0,4,33.7774,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,4,32.2136,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.7,6,25.9449,6,10.0,2,2,N,N,none given,@@@@@,N
3.0,6,29.7274,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,6,27.9589,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,
2.0,4,32.6621,6,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,   
3.5,6,32.1625,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
1.6,4,41.8441,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,4,27.8973,1,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.5,4,38.9194,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,
2.4,4,39.4874,6,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,
1.6,4,34.5467,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.6,4,38.1099,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
5.0,8,20.7975,6,10.0,2,2,N,N,Supercharged,Multipoint/sequential fuel injection,N
3.3,6,26.9163,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
3.5,6,29.1837,6,85.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
,4,42.4665,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
6.0,12,15.4573,7,10.0,2,1,N,N,none given,@@@@@,N
3.0,6,31.5042,8,10.0,2,2,N,N,none given,@@@@@,N
1.6,4,42.0163,5,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.5,4,43.5383,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,
3.0,6,26.1317,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,6,40.9298,7,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.0,4,33.1927,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.6,6,23.8378,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
2.0,4,35.4215,6,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,
6.2,8,22.0201,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
2.0,4,29.9555,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,12,15.9811,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
,4,31.9339,5,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
8.4,10,18.915,6,10.0,1,1,N,N,none given,@@@@@,N
,6,23.4963,8,10.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,
5.3,8,23.5269,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
1.8,4,37.8655,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
2.5,4,33.9408,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
3.5,6,30.4629,1,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,4,28.3382,9,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.5,4,28.4429,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
2.0,4,34.817,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
6.2,8,27.1836,7,10.0,1,1,N,N,none given,@@@@@,Y
2.0,4,35.359,8,10.0,2,2,N,N,Turbocharged,@@@@@,   
2.4,4,34.0888,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
2.0,4,45.1318,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,
2.0,4,31.1683,1,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,8,21.7662,8,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,Y
3.7,6,28.0246,6,15.0,2,2,N,N,none given,@@@@@,
,4,34.1618,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
1.8,4,37.4089,5,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,6,24.0788,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,   
3.0,6,30.2755,8,10.0,2,2,N,N,Turbocharged,@@@@@,   
1.8,4,45.8707,1,15.0,2,2,N,Y,Naturally Aspirated,Multipoint/sequential fuel injection,
,8,19.9778,7,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
1.5,3,41.221,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
5.6,8,23.6078,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
3.5,6,25.5255,6,15.0,2,2,N,N,Turbocharged,@@@@@,N
3.5,6,41.7513,6,15.0,2,2,N,N,Naturally Aspirated,Spark Ignition direct & ported injection,   
4.4,8,25.485,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
4.8,8,23.5293,7,10.0,2,2,N,,Turbocharged,@@@@@,
4.0,8,27.6266,8,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,6,24.9197,6,10.0,2,2,N,Y,Naturally Aspirated,Spark Ignition Direct Injection,   
3.0,6,31.3529,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
4.0,8,26.843,7,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,Y
,4,29.5668,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,4,38.8882,1,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
1.5,4,41.1333,6,10.0,1,1,N,N,none given,Spark Ignition Direct Injection,N
1.8,4,36.5517,6,15.0,2,2,N,N,none given,@@@@@,N
3.5,6,29.5387,1,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,6,25.9196,6,10.0,2,2,N,Y,Naturally Aspirated,Spark Ignition Direct Injection,N
3.5,6,34.7393,9,10.0,2,2,N,N,Naturally Aspirated,@@@@@,Y
2.0,4,32.5902,7,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
,8,20.5262,7,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
3.6,6,21.7336,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
1.6,4,34.7341,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
1.8,4,43.5074,1,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
6.8,8,17.1546,8,15.0,1,1,N,N,none given,Multipoint/sequential fuel injection,Y
6.3,12,16.7215,7,10.0,2,2,N,Y,none given,@@@@@,   
6.6,12,19.3314,8,10.0,2,2,N,N,Turbocharged,@@@@@,
1.8,4,46.8014,1,15.0,2,2,N,Y,Naturally Aspirated,@@@@@,
,6,29.3454,8,15.0,2,2,N,Y,Supercharged,@@@@@,N
2.0,4,35.4141,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.0,4,42.1307,6,85.0,2,2,N,N,none given,@@@@@,N
,8,21.6933,8,10.0,1,1,N,N,Naturally Aspirated,@@@@@,Y
,8,22.7512,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,
,4,35.8565,7,,2,2,N,Y,Turbocharged,Common Rail Direct Diesel Injection,N
1.8,4,41.2528,4,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
2.0,4,39.1805,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
6.0,12,21.2675,7,10.0,2,1,N,,none given,@@@@@,   
2.7,6,28.1984,6,15.0,2,2,N,N,Turbocharged,@@@@@,N
2.0,4,35.9078,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.5,4,28.5872,6,15.0,2,2,N,Y,none given,Multipoint/sequential fuel injection,   
3.6,6,28.9863,6,85.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.7,6,31.1731,6,10.0,2,2,N,N,none given,@@@@@,N
6.2,8,20.0858,8,10.0,1,1,N,N,Supercharged,Multipoint/sequential fuel injection,   
3.0,6,24.3785,8,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,
3.6,6,25.9349,6,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
,4,30.6586,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
2.0,4,33.1474,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
,6,27.172,8,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
5.3,8,21.9302,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
2.0,4,33.2132,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,
5.3,8,23.961,6,85.0,1,1,N,N,Naturally Aspirated,@@@@@,
5.0,8,25.3158,8,15.0,2,2,N,N,Naturally Aspirated,Spark Ignition direct & ported injection,N
1.6,4,38.2932,6,10.0,2,2,N,N,none given,@@@@@,N
4.4,8,23.7426,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.0,4,34.7884,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
5.7,8,24.6534,8,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,
,4,44.7387,6,15.0,2,2,N,Y,Naturally Aspirated,Multipoint/sequential fuel injection,   
2.0,4,29.1624,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.4,4,43.7538,6,15.0,2,2,N,N,none given,@@@@@,N
1.5,4,49.8286,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
1.4,4,39.1304,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
1.6,4,36.4112,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.0,6,29.6747,7,10.0,2,2,N,,Turbocharged,@@@@@,   
,4,35.1617,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,6,29.4795,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
,4,31.1732,8,85.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
,6,25.5474,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
3.8,6,26.4728,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
1.6,4,37.1622,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.0,6,30.722,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
3.9,8,22.8629,7,10.0,2,2,N,Y,Turbocharged,@@@@@,   
2.0,4,34.9238,1,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
3.4,6,32.6906,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
,6,30.0156,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
,6,26.2931,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
1.4,4,44.7932,6,10.0,2,2,N,N,none given,@@@@@,N
2.5,4,55.2009,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,12,19.3741,8,15.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,N
6.0,8,15.7691,6,10.0,1,1,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.4,4,38.0961,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,6,34.4707,7,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
1.6,4,35.9089,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
3.0,6,25.3494,7,10.0,2,2,N,N,Turbocharged,@@@@@,N
2.0,4,46.2524,1,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
1.6,4,40.385,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
3.5,6,25.5194,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,6,25.6842,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
,4,38.0961,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,6,23.3561,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,4,32.561,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.0,6,27.2096,8,15.0,2,2,N,N,Supercharged,Spark Ignition Direct Injection,   
1.5,4,50.4312,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.4,4,30.5156,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,6,22.577,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,6,33.1457,9,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
,6,25.4318,9,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,   
,4,27.7568,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,4,37.7023,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
,6,21.054,6,15.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,N
,4,31.2766,9,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
3.6,6,29.51,8,10.0,2,2,N,N,Naturally Aspirated,@@@@@,Y
2.0,4,34.048,8,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.6,4,33.045,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
1.5,4,48.0282,1,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,6,30.7045,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
2.0,4,46.7886,1,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
6.5,12,14.8481,7,15.0,2,2,N,N,Naturally Aspirated,@@@@@,Y
,4,33.2017,6,15.0,2,2,N,N,Turbocharged,@@@@@,N
3.0,6,29.1557,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,4,32.3011,8,85.0,2,2,N,N,Turbocharged,@@@@@,N
2.4,4,30.7928,6,85.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,12,15.7502,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
2.4,4,34.0888,6,85.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
,6,25.2803,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,N
,6,24.4714,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
,8,22.1657,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.0,6,23.6574,8,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,   
,6,29.6193,1,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
,6,25.2242,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
1.6,4,34.5467,6,10.0,2,2,N,N,none given,@@@@@,N
3.5,6,29.0058,8,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,N
,8,17.7814,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,N
6.2,8,26.1927,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
3.0,6,30.0782,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,   
1.4,4,37.2161,6,10.0,2,2,N,N,none given,@@@@@,N
5.6,8,24.8658,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.0,4,32.7935,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.6,4,47.2984,1,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.7,6,33.6298,7,10.0,2,2,N,N,none given,@@@@@,N
2.0,4,37.6174,5,10.0,2,2,N,N,none given,@@@@@,N
1.6,4,41.2163,6,15.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,4,35.8588,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
,6,22.0571,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
3.0,6,Mod,8,,2,2,N,N,Turbocharged,@@@@@,N
5.0,8,17.2204,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
6.2,8,21.4943,6,10.0,1,1,N,N,Naturally Aspirated,@@@@@,
3.5,6,30.429,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,
,6,24.3378,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
4.4,8,20.5262,7,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.0,6,24.4063,6,15.0,2,2,N,N,none given,@@@@@,   
3.0,6,25.6229,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,
2.0,4,34.2453,8,10.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,   
,4,40.7746,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,6,31.5042,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
,4,36.3177,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,8,19.1822,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,   
,4,40.0906,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,N
3.0,6,26.4753,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,   
,6,Mod,8,,2,2,N,N,Turbocharged,Common Rail Direct Diesel Injection,   
2.4,4,30.8233,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.0,6,27.0634,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
3.6,6,21.0918,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,4,28.7947,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,4,29.5908,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
6.0,8,15.9434,6,10.0,1,1,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,4,35.9721,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,N
3.0,6,29.5548,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,
6.0,12,19.716,7,10.0,2,1,N,,none given,Multipoint/sequential fuel injection,
,4,35.694,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,N
2.0,4,33.6611,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
2.7,6,33.6298,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,   
3.5,6,30.7316,7,10.0,2,2,N,,none given,@@@@@,
,4,29.6067,9,15.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,N
4.6,8,20.288,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,6,27.1345,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,6,25.7561,6,85.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
2.0,4,30.324,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,35.729,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
3.0,6,30.8317,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
1.6,4,41.7031,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
1.4,4,43.9612,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
3.6,6,25.257,6,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
1.5,4,51.1079,7,10.0,2,2,N,N,none given,@@@@@,   
2.7,4,26.2856,6,15.0,2,2,N,N,Naturally Aspirated,@@@@@,
3.5,6,38.8724,6,15.0,2,2,N,Y,Naturally Aspirated,Multipoint/sequential fuel injection,   
2.7,6,25.4865,6,15.0,2,2,N,N,Turbocharged,@@@@@,N
3.0,6,27.0634,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.0,4,35.4975,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
2.0,4,40.0888,8,,2,2,N,N,none given,Common Rail Direct Diesel Injection,N
,6,23.3561,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,8,20.0593,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,   
,6,22.0571,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
1.6,4,38.2932,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
4.8,8,23.9679,7,10.0,2,2,N,,Naturally Aspirated,Spark Ignition Direct Injection,
,6,26.6838,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
4.7,8,26.3815,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,
6.2,8,23.0968,7,10.0,1,1,N,N,none given,@@@@@,   
,8,23.9191,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
,4,34.7884,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,6,25.4694,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.7,6,26.8477,7,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,6,24.6108,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,N
3.0,6,31.5496,7,10.0,2,2,N,,none given,@@@@@,N
3.6,6,25.9349,6,85.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,4,38.2124,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,
1.5,3,43.8888,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
2.0,4,31.3984,6,15.0,2,2,N,N,Turbocharged,@@@@@,N
